,Name,International reputation,Number of playstyles,Wage_thous(€),Avg_Rating,Value_mill(€),Team,Body type_Unique,PlayStyles +_Unique playstyles+,ContLength
2480,23 D. Lobban,1,0,0.5,66.0,0.375,2.096875,0,0,3
2706,L. Prip,1,2,10.0,69.5,1.6,1.2625000000000002,0,0,3
196,Gabriel Martinelli,2,5,145.0,86.0,61.5,26.811666666666667,0,0,9
1828,A. Sieb,1,1,5.0,74.0,3.1,1.65625,0,0,4
133,Lee Kang In,2,5,68.0,82.5,35.5,36.855357142857144,0,0,6
2412,Z. Hawsawi,1,4,7.0,69.5,1.5,11.777777777777779,0,1,4
4569,C. Abastoflor,1,1,0.5,67.0,1.1,1.1179999999999999,0,0,1
321,I. Toney,1,1,70.0,80.0,23.0,8.309999999999999,0,0,6
118,D. Hancko,2,4,21.0,82.5,30.5,11.984210526315788,0,0,7
5009,N. Kölle,1,1,0.85,67.5,1.1,1.4666666666666668,0,0,3
261,E. Nwaneri,1,0,2.0,73.5,1.0,26.811666666666667,0,0,3
598,D. Gore,1,2,0.6,71.0,0.9,0.7150000000000001,0,0,4
4323,Brenno,1,1,2.0,72.0,1.8,1.0150000000000001,0,0,6
905,T. Avilés,1,0,2.0,75.5,3.2,7.71875,0,0,4
4296,Z. El Sheiwi,1,1,1.0,62.0,0.275,1.325,0,0,6
3901,M. Chiesa,1,1,4.0,69.0,1.4,4.466666666666667,0,0,5
2131,K. McLean,1,2,22.0,72.0,1.6,3.1,0,0,9
3481,20 T. Howard,3,3,2.0,71.0,0.24,1.4583333333333333,0,0,4
4896,23 V. Melgar,1,0,0.5,64.0,0.2,0.7999999999999999,0,0,1
1056,O. Ontivero,1,0,0.5,72.5,1.2,2.345833333333333,0,0,3
3180,M. Desler,1,1,18.0,73.0,2.8,4.773076923076923,0,0,4
322,D. Malen,2,5,57.0,84.0,47.0,21.90416666666667,1,0,6
3827,L. Köster,1,0,2.0,64.5,0.5,0.8875,0,0,4
4560,Z. Bello,1,0,0.85,57.5,0.14,2.624090909090909,0,0,6
149,P. Hincapié,2,3,36.0,82.5,33.0,28.45921052631579,0,0,7
4573,B. Estrela,1,2,0.5,65.0,0.325,2.2066666666666666,0,0,4
2141,L. Ocampos,2,5,38.0,80.0,21.0,10.485,0,0,6
579,Manu Sánchez,1,1,16.0,78.0,9.0,6.904411764705882,0,0,6
421,Anderson Talisca,2,5,59.0,82.0,30.0,21.107499999999998,0,0,6
2819,J. Tucker,1,3,3.0,65.0,0.625,0.45249999999999996,0,0,4
4092,B. Halbouni,1,0,1.0,65.5,0.75,2.4704545454545457,0,0,2
2623,Dani Albiar,1,2,2.0,66.5,0.95,0.95,0,0,2
3586,T. Hülsmann,1,0,2.0,65.5,0.375,35.721875000000004,0,0,4
3574,Egoitz,1,0,2.0,68.5,0.6,3.7083333333333335,0,0,4
4185,A. Romero,1,2,0.5,71.0,1.9,1.225,0,0,6
1190,S. Hezze,1,2,9.0,79.0,12.0,3.9,0,0,5
1266,Danilo Pereira,3,4,81.0,81.0,17.5,36.855357142857144,0,0,6
2740,Iago,2,0,23.0,75.5,6.0,5.495588235294117,0,0,6
2803,22 Sergio Benito,1,0,3.0,67.5,1.2,4.813888888888889,0,0,4
4159,J. Ellis,1,0,0.7,62.0,0.425,0.2316666666666667,0,0,4
4918,H. Ransom,1,0,2.0,62.0,0.325,0.34,0,0,4
226,F. de Jong,4,6,240.0,87.5,93.0,30.885714285714283,1,1,8
4030,C. Rodriguez,1,0,0.5,67.5,0.55,0.5916666666666667,0,0,3
17,J. Bellingham,1,0,1.0,74.0,2.1,3.171111111111111,0,0,6
2580,N. Abbey,1,0,0.95,70.0,1.4,1.0074999999999998,0,0,6
1951,V. Jensen,1,1,7.0,72.5,2.8,1.8093750000000002,0,0,4
2868,O. Bugiel,1,2,3.0,62.0,0.4,0.37,0,0,4
2670,M. Paluli,1,1,4.0,64.0,0.525,0.44800000000000006,0,0,3
3981,W. Alves,1,0,2.0,69.0,0.825,4.782291666666667,0,0,4
3029,W. Faríñez,1,1,0.5,72.5,1.9,1.3625,0,0,5
1206,C. Adams,1,1,43.0,75.0,6.0,2.775,0,0,6
4095,João Magno,1,0,2.0,64.5,0.7,1.5175,0,0,5
418,J. Grealish,3,4,200.0,85.0,57.5,42.38637931034482,1,1,7
2016,J. Molumby,1,0,15.0,73.0,2.3,1.926923076923077,0,0,4
988,R. Williams,1,1,16.0,70.0,1.5,21.95926829268293,0,0,8
1062,J. Vertonghen,3,6,20.0,79.0,3.1,4.327272727272727,0,0,3
3354,L. Benito,1,2,13.0,71.0,1.3,2.7222222222222223,0,0,4
3775,F. Mayulu,1,0,6.0,73.0,2.5,1.9159090909090908,0,0,5
2892,Danilo,1,2,44.0,76.5,8.0,4.0673076923076925,0,0,6
572,S. Abdulhamid,1,5,31.0,79.5,15.0,23.802,0,1,4
229,Vivian,1,1,26.0,82.0,27.0,17.104347826086954,0,0,8
4360,22 J. Bynoe,1,0,0.5,66.0,0.5,1.6833333333333336,0,0,2
86,J. Duranville,1,5,1.0,76.5,2.7,21.90416666666667,0,0,5
4510,J. Vilsaint,1,0,1.0,66.0,0.55,1.4555555555555555,0,0,2
440,H. Ekitike,1,0,27.0,78.0,9.0,8.80952380952381,0,0,6
3998,23 R. Carr,1,0,0.5,55.0,0.1,0.2316666666666667,0,0,2
1427,Salinas,1,0,3.0,71.5,2.2,1.625,0,0,6
4532,M. Pieringer,1,1,20.0,73.5,3.2,4.6499999999999995,0,0,5
288,W. McKennie,2,1,78.0,79.0,18.0,19.266666666666666,0,0,5
4919,22 J. Willis,1,0,1.0,57.0,0.16,0.17250000000000001,0,0,4
4821,K. Lewis,1,0,0.5,70.5,1.7,1.1333333333333333,0,0,3
1300,20 Casillas,4,3,8.0,79.0,1.3,12.614285714285714,0,0,6
2644,23 Christian Marques,1,0,5.0,66.5,0.55,8.334999999999999,0,0,4
242,H. Larsson,1,4,16.0,79.0,7.0,8.80952380952381,0,0,6
4020,P. Johnson,1,0,1.0,63.5,0.325,0.4385714285714286,0,0,3
3053,Carlos Fernández,1,0,26.0,73.0,3.3,13.283695652173913,0,0,6
1382,P. Aning,1,2,0.5,69.5,0.9,0.9343750000000001,0,0,5
422,Rafa,2,6,25.0,83.0,35.5,16.650000000000002,0,0,9
4898,K. Sandoval,1,4,0.75,72.5,2.8,1.95,0,0,4
3369,J. Ayew,2,3,36.0,75.0,4.7,11.011904761904763,0,0,7
3206,S. Gustafson,1,1,5.0,70.0,1.4,1.44375,0,0,4
2162,R. Gauld,1,4,11.0,77.0,11.5,2.4704545454545457,0,0,7
4499,A. Baldé,1,1,12.0,73.0,2.6,10.02763157894737,0,0,6
4208,E. Shabani,1,0,3.0,67.0,0.6,5.7942307692307695,0,0,4
3358,N. Uysal,1,2,11.0,69.0,0.9,3.7982142857142853,0,0,17
1182,L. Chevalier,1,0,18.0,82.0,23.0,9.093333333333334,0,0,10
998,Y. Keitel,1,0,13.0,73.5,2.6,10.713333333333333,0,0,5
2106,A. Noppert,2,0,7.0,74.5,3.2,3.28,0,0,6
832,O. Solet,1,4,15.0,79.5,14.0,5.534722222222222,0,0,6
3214,M. Dupé,1,1,27.0,75.0,3.7,10.02763157894737,0,0,3
944,U. Tohumcu,1,0,5.0,76.5,3.2,7.265625,0,0,7
935,Juanlu Sánchez,1,0,6.0,75.5,3.2,10.485,0,0,8
4695,22 J. Jones,1,0,2.0,63.0,0.45,0.32,0,0,3
3275,Sergi Gómez,1,1,8.0,72.0,1.6,3.5200000000000005,0,0,5
2692,N. Pijnaker,1,1,0.5,63.0,0.45,0.45,0,0,2
1292,N. Süle,3,6,60.0,83.5,36.5,21.90416666666667,0,0,5
880,Marquinhos,3,6,140.0,87.0,66.5,36.855357142857144,0,1,16
2534,Jeong Sang Bin,1,1,2.0,69.5,1.3,2.624090909090909,0,0,3
996,S. Ngapandouetnbu,1,0,5.0,70.0,1.6,8.677777777777777,0,0,8
4224,23 A. Ahmed Fatah,1,1,1.0,69.0,0.65,1.9300000000000002,0,0,6
346,J. Beste,1,7,27.0,78.5,14.5,4.6499999999999995,0,0,4
558,H. Lloris,4,2,6.0,79.0,1.9,5.517857142857143,1,0,1
3217,F. Thauvin,1,3,17.0,74.0,4.1,4.6656249999999995,0,0,3
1833,23 T. Suengchitthawon,1,0,9.0,63.5,0.5,4.782291666666667,0,0,4
3200,N. Bentaleb,2,8,33.0,78.0,12.5,9.093333333333334,0,0,4
695,Copete,1,2,19.0,79.0,11.5,10.2875,0,0,5
4101,23 P. Sequeira,1,0,1.0,65.5,0.675,0.6000000000000001,0,0,4
1504,A. Murić,1,1,26.0,77.5,7.0,4.2375,0,0,5
257,G. Mamardashvili,2,2,30.0,83.5,33.5,11.588235294117647,0,0,6
4316,V. Taborda,1,1,8.0,73.5,3.1,5.307142857142857,0,0,5
3282,Josué,1,7,10.0,74.0,3.3,1.4749999999999999,0,0,4
3517,14 Wendel,2,1,10.0,69.0,0.3,0.3,0,0,4
1148,J. Moder,1,1,47.0,75.5,4.6,7.848958333333333,1,0,6
3564,N. El-Jindaoui,1,1,3.0,62.0,0.425,2.671875,0,0,2
2969,J. Serra,1,1,8.0,70.5,1.9,0.7591666666666667,0,0,5
4231,Mario Fuente,1,0,2.0,69.5,0.85,6.904411764705882,0,0,5
2886,Alfa Semedo,1,4,11.0,71.5,1.9,1.7333333333333332,0,0,3
3723,J. Richardson,1,0,1.0,65.5,0.725,0.85625,0,0,5
4693,J. Reid,1,0,0.9,65.5,0.525,0.7666666666666666,0,0,4
3035,M. Svanberg,2,1,37.0,78.5,14.5,11.129166666666666,0,0,6
953,Danilo,1,2,44.0,78.5,10.5,10.733333333333333,0,0,7
471,Iñaki Williams,2,6,40.0,82.0,30.0,17.104347826086954,0,0,17
2421,A. Makoumbou,1,2,16.0,75.5,4.2,3.9475000000000002,0,0,5
305,Rodri,1,4,23.0,81.0,22.0,12.610294117647058,0,0,10
3845,D. Guðjohnsen,1,0,0.5,63.5,0.3,1.8638888888888887,0,0,3
4710,23 M. Szpakowski,1,0,0.7,65.5,0.725,0.725,0,0,4
3572,S. Terzi,1,0,2.0,67.5,0.75,3.7982142857142853,0,0,5
3197,B. Davies,1,1,36.0,73.0,2.8,4.0673076923076925,0,0,5
2617,Óscar Clemente,1,0,3.0,67.5,1.2,2.136111111111111,0,0,4
4970,C. McCann,1,2,2.0,65.5,0.8,0.43,0,0,4
840,Hugo Guillamón,1,2,20.0,76.5,5.5,11.588235294117647,0,0,9
4696,P. Pokorný,1,1,2.0,70.0,1.5,1.455,0,0,3
1150,A. Boupendza,1,4,9.0,76.0,8.0,4.706428571428572,0,0,3
3394,G. François,1,0,4.0,65.0,0.375,3.163888888888889,0,0,5
1513,Fran Beltrán,1,3,20.0,80.0,18.5,6.904411764705882,0,0,9
1458,M. Erlić,1,0,15.0,76.5,6.5,9.007142857142856,0,0,6
4335,F. Momoh,1,1,5.0,68.5,1.3,0.8125,0,0,5
2240,J. King,1,0,1.0,70.5,0.625,6.167105263157895,0,0,3
2864,L. Stoll,1,0,0.55,61.0,0.35,0.6246153846153846,0,0,7
1445,J. Sands,1,4,5.0,73.5,2.6,2.4272727272727272,0,0,11
4734,L. Gibbs,1,0,9.0,72.0,2.2,3.1,0,0,8
1621,M. Verratti,3,7,135.0,86.0,65.0,36.855357142857144,1,1,15
1649,J. McGinn,2,8,100.0,81.0,25.5,15.68148148148148,0,0,10
92,K. Kvaratskhelia,2,7,95.0,89.0,109.0,23.36923076923077,0,1,6
4630,Gonçalo Franco,1,0,6.0,73.0,3.1,2.3666666666666667,0,0,6
1700,Pau Prim,1,0,1.0,71.5,1.3,30.885714285714283,0,0,5
1900,De Frutos,1,3,23.0,78.0,15.5,8.58392857142857,0,0,6
5024,23 I. Ndiaye,1,1,7.0,72.0,2.2,2.45,0,0,5
1819,O. Camara,1,0,2.0,71.5,2.1,1.6458333333333333,0,0,5
2781,K. Behrens,1,3,38.0,74.0,3.4,11.129166666666666,0,0,2
1566,Sergi Canós,1,3,25.0,73.0,3.3,11.588235294117647,0,0,5
234,P. Kalulu,1,3,47.0,81.5,26.0,27.33409090909091,0,0,8
4527,Jair,1,1,2.0,65.0,0.725,1.175,0,0,3
2961,K. Davis,1,2,12.0,72.0,2.4,4.6656249999999995,0,0,5
2071,Cryzan,1,3,24.0,76.0,8.5,4.9,0,0,3
897,A. Onana,3,3,110.0,83.5,31.0,15.333870967741936,0,0,6
3237,M. Weiser,2,4,25.0,77.0,9.5,4.552272727272728,0,0,5
2702,A. Bareiro,1,2,16.0,75.0,6.0,3.2399999999999998,0,0,4
961,A. Brorsson,1,1,0.8,65.5,0.725,0.7208333333333333,0,0,4
1285,F. Schär,2,2,115.0,82.0,21.0,16.398076923076925,0,0,8
3173,G. Evans,1,2,6.0,66.0,0.75,0.7150000000000001,0,0,3
983,L. Davis,1,4,15.0,77.0,6.0,3.05,0,0,4
2382,M. Del Blanco,1,1,3.0,73.5,2.5,2.26875,0,0,5
1336,L. Stewart,1,0,7.0,70.5,1.6,1.2520833333333332,0,0,4
3077,A. Gersbach,1,1,0.95,63.0,0.475,0.76875,0,0,2
3380,21 M. Mandžukić,3,5,43.0,78.0,7.0,27.33409090909091,0,0,1
3037,K. N'Doram,1,1,10.0,70.5,1.6,1.8142857142857143,0,0,5
1269,N. Pope,2,3,110.0,84.0,22.5,16.398076923076925,0,0,5
5021,22 K. Watanabe,1,0,3.0,68.0,1.2,1.2,0,0,5
2507,Tiago Araújo,1,1,5.0,74.5,3.6,2.1305555555555555,0,0,4
5032,21 C. Konan,1,0,1.0,66.5,0.875,0.875,0,0,1
4944,23 A. Fiordaliso,1,0,0.6,64.0,0.475,0.475,0,0,4
4457,E. Kehrer,1,0,3.0,68.0,1.1,1.6500000000000001,0,0,4
4236,Park Chang Woo,1,0,1.0,61.0,0.3,0.8911111111111111,0,0,3
1120,A. Ndiaye,1,1,3.0,75.5,3.2,1.9300000000000002,0,0,6
4661,22 F. Tapia,1,0,3.0,67.0,0.7,3.75,0,0,3
3892,G. Aurelio,1,1,2.0,68.5,1.3,2.914285714285714,0,0,5
450,Gabriel Sara,1,3,30.0,79.0,12.0,3.1,0,0,5
635,D. Dumfries,3,6,80.0,81.0,25.0,31.868055555555557,0,0,5
2012,H. Kane,1,3,5.0,70.5,1.8,0.76,0,0,5
444,A. Cambiaso,1,1,66.0,80.5,20.0,19.266666666666666,0,0,6
3626,Saná Fernandes,1,0,2.0,70.0,0.825,15.7,0,0,2
338,M. Carnesecchi,1,1,37.0,84.0,33.0,16.893055555555556,0,0,8
868,Alex Sandro,3,2,77.0,77.0,7.0,19.266666666666666,1,0,10
4105,S. Sserwadda,1,0,0.95,59.5,0.22,2.2066666666666666,0,0,2
1902,R. Hutchinson,1,1,0.5,62.5,0.425,0.45,0,0,2
2658,J. Rudoni,1,0,4.0,73.0,2.7,1.4157142857142857,0,0,5
2600,T. Nakai,1,1,11.0,69.0,0.85,37.88035714285714,0,0,6
389,Stephen Eustáquio,1,3,13.0,78.0,11.5,12.614285714285714,0,0,6
1933,R. Schofield,1,0,1.0,63.5,0.425,1.2,0,0,2
2049,S. Bergwijn,3,4,19.0,78.5,17.0,7.7056818181818185,0,0,6
1473,N. Ngoumou,1,1,17.0,75.0,3.7,7.861666666666666,0,0,6
436,O. Dorley,1,4,1.0,79.0,14.0,5.066666666666666,0,0,9
4354,23 San Nicolás,1,0,0.85,63.5,0.4,2.2800000000000002,0,0,4
4228,Y. Celi,1,0,0.5,68.0,1.2,2.15,0,0,3
5,Mikel Merino,2,5,54.0,84.5,48.0,13.283695652173913,0,0,8
3207,F. Mora,1,2,5.0,69.0,1.4,3.1125000000000003,0,0,5
3920,Pedro Borges,1,2,0.5,63.5,0.375,0.615,0,0,4
2876,C. Ganea,1,0,4.0,67.0,0.75,1.21875,0,0,2
3145,A. Barreca,1,2,2.0,68.0,1.1,1.7194444444444446,0,0,3
109,N. Fagioli,1,5,73.0,81.5,23.5,19.266666666666666,0,0,8
1034,J. Lucumí,1,2,25.0,78.0,8.0,9.726470588235294,0,0,4
3578,S. Mito,1,0,2.0,72.0,2.1,1.6833333333333336,0,0,6
368,M. Reus,3,6,60.0,82.0,14.5,21.90416666666667,1,1,13
3082,I. Provedel,1,2,51.0,82.0,21.0,15.7,0,0,6
834,J. Garner,1,4,29.0,77.0,6.5,7.470535714285715,0,0,5
2931,T. Oakley-Boothe,1,0,2.0,61.5,0.325,1.34375,0,0,2
1607,T. Courtois,5,2,250.0,90.0,63.0,37.88035714285714,1,0,9
1283,Fabinho,3,5,59.0,83.0,31.0,11.777777777777779,1,0,4
3507,L. Ramirez-Espain,1,0,0.5,62.0,0.18,1.6838888888888888,0,0,2
443,I. Ilić,1,2,37.0,81.0,23.5,12.97272727272727,0,0,5
2483,O. Moxon,1,6,5.0,68.5,1.3,1.2,0,0,4
3416,23 J. McCarthy,2,2,13.0,66.0,0.6,5.626785714285714,0,0,5
2708,L. Ofori,1,1,8.0,72.5,2.3,2.3666666666666667,0,0,5
4602,23 B. Zempelin,1,0,2.0,61.0,0.375,0.8375,0,0,4
2484,T. Baldé,1,0,3.0,73.0,3.0,1.9300000000000002,0,0,6
643,N. Domínguez,1,3,52.0,79.5,14.0,10.733333333333333,0,0,6
570,L. Beltrán,1,2,44.0,79.5,15.5,11.290277777777778,0,0,6
451,B. Cremaschi,1,0,1.0,74.5,2.4,7.71875,0,0,4
1197,J. Weigl,2,6,33.0,80.5,21.5,7.861666666666666,0,0,6
1070,M. Götze,4,6,49.0,81.0,21.0,8.80952380952381,0,0,4
3126,L. Shankland,1,2,10.0,75.0,6.0,2.7,0,0,4
5002,C. Brym,1,1,3.0,68.5,1.3,1.6833333333333336,0,0,4
3496,S. Idumbo,1,0,1.0,71.0,0.9,10.485,0,0,5
2533,J. McGlynn,1,0,2.0,74.5,2.9,3.185,0,0,6
4782,G. Smal,1,6,11.0,76.0,6.5,6.528125,0,0,5
3068,E. Taşdemir,1,1,3.0,63.0,0.475,0.9750000000000001,0,0,3
2231,21 A. Robben,3,6,11.0,79.0,5.5,3.5,0,0,2
3453,17 Ronny,2,5,20.0,72.0,2.0,2.671875,0,0,8
2203,23 E. Kawashima,2,2,7.0,71.0,0.21,4.0435,0,0,6
3,H. Ito,2,4,22.0,79.5,17.0,9.601315789473684,0,0,6
2407,D. Elfadli,1,3,6.0,70.0,1.5,1.365,0,0,4
3506,J. Slory,1,0,1.0,71.0,1.0,11.984210526315788,0,0,7
989,D. Köhn,1,4,26.0,75.5,5.5,9.030555555555557,0,0,3
306,E. Wahi,2,5,29.0,80.5,21.0,11.217857142857143,0,0,6
10,J. Hato,1,1,0.55,80.5,6.5,7.7056818181818185,0,0,7
14,J. Zirkzee,1,3,37.0,83.0,39.5,9.726470588235294,0,0,5
2149,P. Bamford,2,1,38.0,73.0,3.0,5.6796875,0,0,9
2764,A. Bayındır,1,2,60.0,77.5,7.5,15.333870967741936,0,0,5
2108,B. Meling,2,0,20.0,74.0,3.8,2.567857142857143,0,0,5
4,N. Mazraoui,2,4,60.0,82.0,29.5,35.721875000000004,0,0,5
682,Matheus Nunes,1,1,100.0,81.5,26.5,42.38637931034482,0,0,6
3862,A. Cigaņiks,1,1,2.0,64.5,0.625,0.5333333333333333,0,0,2
4700,D. Ndoye,1,1,22.0,76.5,6.0,9.726470588235294,0,0,5
2034,R. Bensebaini,2,4,42.0,78.0,12.5,21.90416666666667,0,0,5
4197,R. Spaulding,1,0,1.0,65.5,0.675,1.225,0,0,3
332,E. Smith Rowe,1,2,89.0,81.0,22.5,26.811666666666667,0,0,10
2519,T. Zoukrou,1,0,1.0,70.0,1.3,1.9300000000000002,0,0,8
1282,F. Kostić,3,4,130.0,83.0,35.0,19.266666666666666,0,0,5
285,R. Sessegnon,1,2,49.0,77.5,8.0,25.79090909090909,0,0,7
4513,I. Kandouss,1,1,12.0,72.5,2.2,2.725,0,0,5
473,Malcom,2,5,56.0,82.0,33.5,23.802,0,0,5
1894,F. Dahmen,1,1,18.0,77.0,6.0,5.495588235294117,0,0,4
3994,B. González,1,0,2.0,69.0,0.95,2.3857142857142857,0,0,3
2804,Dani Escriche,1,0,3.0,67.5,1.1,1.1214285714285714,0,0,4
1991,M. Smith,1,4,2.0,67.0,0.925,0.6175,0,0,3
3953,S. Ottiger,1,1,2.0,70.5,1.5,2.45,0,1,10
3375,S. Coleman,2,3,33.0,75.0,2.1,7.470535714285715,0,0,16
4213,Roger Martínez,1,0,1.0,71.0,1.4,3.5200000000000005,0,0,5
3768,Ewan Urain,1,0,6.0,68.0,1.1,17.104347826086954,0,0,6
1542,F. Bernardeschi,2,5,11.0,77.0,10.5,3.875,0,0,5
3023,H. Choudhury,1,1,26.0,73.0,2.7,4.782291666666667,0,0,13
2072,M. Flekken,1,1,48.0,80.0,14.0,8.309999999999999,0,0,5
3521,21 J. Mascherano,4,2,15.0,79.0,3.4,3.9285714285714284,0,0,2
2182,23 Diego Alves,3,1,11.0,76.0,0.825,6.904411764705882,0,0,1
5044,R. Yapi,1,1,1.0,67.5,1.0,0.775,0,0,4
4519,N. Al Saadi,1,2,5.0,64.5,0.55,10.575000000000001,0,0,4
3341,J. Guðmundsson,1,2,32.0,72.0,1.9,4.2375,0,0,9
5030,A. Đerlek,1,0,2.0,62.0,0.35,0.44800000000000006,0,0,6
1953,M. Baidoo,1,1,2.0,68.5,1.3,0.844375,0,0,4
3606,Ramon,1,0,4.0,72.5,2.7,3.5200000000000005,0,0,5
4371,22 H. Bah-Traoré,1,1,0.75,63.0,0.425,0.9343750000000001,0,0,6
4396,A. Suhonen,1,2,7.0,68.5,1.3,2.03,0,0,6
3635,Diogo Dias,1,0,0.7,64.0,0.425,2.1305555555555555,0,0,4
290,A. Gordon,1,1,105.0,82.5,32.5,16.398076923076925,0,0,6
4256,23 A. Sidibe,1,0,0.65,67.5,0.6,1.7125000000000001,0,0,3
4880,R. Boženík,1,1,10.0,74.0,3.0,2.167857142857143,0,0,4
729,L. Sané,3,5,105.0,86.0,72.5,35.721875000000004,1,1,6
4161,22 I. Sebaoui,1,1,1.0,69.0,0.95,0.8374999999999999,0,0,2
3614,I. Achik,1,0,1.0,65.0,0.65,1.0150000000000001,0,0,5
3961,Y. Paz,1,0,3.0,68.5,1.3,9.007142857142856,0,0,4
4493,L. Patris,1,3,8.0,71.5,2.3,4.327272727272727,0,0,6
1601,S. Aziz,1,4,20.0,72.0,1.5,10.398863636363636,0,0,7
2565,J. Bauman,1,0,0.6,68.0,0.975,1.275,0,0,5
914,C. Özkacar,1,1,16.0,74.5,3.5,11.588235294117647,0,0,6
4872,22 V. Guzmán,1,1,3.0,72.0,1.6,1.1583333333333334,0,0,3
249,L. Ferguson,1,4,30.0,80.5,21.0,9.726470588235294,0,0,6
3174,A. Ben Mohamed,1,0,2.0,66.0,0.775,1.2249999999999999,0,0,2
749,C. Stengs,2,3,16.0,79.0,15.0,11.984210526315788,0,0,5
535,C. Jones,1,4,89.0,81.0,25.5,21.95926829268293,1,0,10
509,A. Pavlovic,1,0,13.0,77.0,3.6,35.721875000000004,0,0,5
66,K. Adeyemi,2,5,38.0,83.5,43.0,21.90416666666667,0,1,6
188,C. Nkunku,3,7,170.0,86.0,68.5,17.2421875,0,0,7
1794,Pedro Mendes,1,1,4.0,74.5,3.8,1.7125000000000001,0,0,4
219,P. Foden,3,3,210.0,88.5,109.0,42.38637931034482,1,1,12
1404,A. Ounahi,1,2,29.0,77.5,8.5,8.677777777777777,0,0,5
1242,J. Campaz,1,2,15.0,78.0,11.0,4.175,0,0,3
1836,H. Abdelli,1,2,5.0,72.5,2.6,1.6458333333333333,0,0,5
244,L. Vušković,1,1,0.5,74.0,1.2,0.7916666666666666,0,0,4
835,Iñigo Vicente,1,5,10.0,75.5,6.5,3.204166666666666,0,0,6
2383,S. Doua,1,2,2.0,70.0,1.5,1.175,0,0,3
3755,J. Sticker,1,0,0.7,63.5,0.425,0.6849999999999999,0,0,4
1276,Bernard,2,2,0.95,76.0,7.0,5.2,0,0,3
2926,P. Klimala,1,0,4.0,70.0,1.8,1.455,0,0,5
2009,B. Thomas-Asante,1,4,18.0,72.5,2.4,1.926923076923077,0,0,4
2164,Gerso,1,4,7.0,72.0,1.9,1.1416666666666666,0,0,5
1129,K. Kesler-Hayden,1,2,13.0,71.0,1.8,15.68148148148148,0,0,6
596,N. Buck,1,0,0.8,73.5,1.8,1.225,0,0,4
1284,Y. Bounou,3,3,54.0,85.0,26.5,23.802,0,0,4
758,E. Zhegrova,1,5,30.0,79.5,19.0,9.093333333333334,0,0,5
3108,M. Casco,1,4,11.0,74.0,1.3,4.885714285714286,0,0,11
654,M. Monamay,1,1,0.5,71.5,0.725,28.45921052631579,0,0,3
1496,J. Karlsson,2,7,27.0,77.5,10.0,9.726470588235294,0,0,6
15,R. Højlund,1,3,82.0,83.5,31.0,15.333870967741936,0,0,6
3229,N. Chalobah,1,1,18.0,70.0,1.4,1.926923076923077,0,0,2
743,F. Aursnes,2,8,17.0,80.0,20.5,16.650000000000002,0,0,6
4308,O. Tipton,1,0,4.0,62.5,0.275,8.334999999999999,0,0,6
2013,B. Woodburn,1,3,9.0,68.0,1.2,1.2520833333333332,0,0,3
879,Mário Rui,2,3,58.0,81.0,18.0,23.36923076923077,0,0,9
2835,A. Eisa,1,4,3.0,63.0,0.5,0.5,0,0,2
4938,R. Jones,1,1,3.0,69.5,1.3,1.306875,0,0,7
2795,M. Merentiel,1,0,21.0,76.0,8.0,5.307142857142857,0,0,3
2338,J. Simić,1,0,2.0,71.0,0.85,27.33409090909091,0,0,3
144,D. Vlahović,2,3,140.0,86.0,61.0,19.266666666666666,0,0,5
388,L. Díaz,2,4,165.0,84.0,46.0,21.95926829268293,1,0,6
4748,Marrony,1,0,9.0,68.5,1.4,2.290625,0,0,6
4639,E. Ring,1,0,1.0,68.5,1.1,1.0550000000000002,0,0,5
4162,L. Lozano,1,0,0.5,72.0,2.1,1.8666666666666665,0,0,3
3378,J. O'Shea,1,5,5.0,71.0,0.875,0.665,0,0,8
4912,N. Cabanillas,1,0,0.5,71.5,2.0,2.15,0,0,6
2985,H. Cuypers,1,5,10.0,76.5,9.0,2.96,0,0,3
3794,G. Bamba,1,1,2.0,66.0,0.7,0.6833333333333332,0,0,5
4246,M. Alfonso,1,0,0.5,70.0,1.6,4.885714285714286,0,0,2
1877,H. Nicolussi Caviglia,1,0,20.0,70.5,1.9,19.266666666666666,0,0,8
1503,K. Itakura,2,2,25.0,77.0,8.0,7.861666666666666,0,0,5
3869,M. Antoni,1,0,0.5,73.0,2.3,1.8666666666666665,0,0,3
782,S. Edozie,1,0,12.0,73.5,2.5,2.775,0,0,6
1174,L. Stergiou,1,4,10.0,75.5,3.9,9.601315789473684,0,0,5
3438,20 E. Lavezzi,3,4,22.0,80.0,8.0,8.0,0,0,4
688,Aimar Oroz,1,1,19.0,79.0,12.5,11.091666666666667,0,0,8
317,R. Mahrez,3,5,72.0,86.0,54.0,15.2125,1,1,5
1704,Loïc Williams,1,0,3.0,74.0,2.8,2.0,0,0,3
4054,23 K. N'Chobi,1,1,2.0,64.5,0.7,0.7,0,0,3
2953,23 J. Holmes,1,1,0.75,62.0,0.275,0.665,0,0,3
2194,22 V. Moses,2,4,56.0,78.0,13.5,10.45,0,0,4
2882,Jordi Mboula,1,0,6.0,72.5,2.6,3.204166666666666,0,0,4
1644,J. Martínez,2,4,8.0,73.0,3.0,1.4555555555555555,0,0,1
2325,I. Ansah,1,0,2.0,70.5,1.4,1.045,0,0,6
4818,R. Ledezma,1,3,5.0,71.0,2.3,12.396875,0,0,7
1018,Lee Jae Sung,2,2,27.0,76.0,7.0,5.7942307692307695,0,0,6
