,Name,International reputation,Number of playstyles,Wage_thous(€),Avg_Rating,Value_mill(€),Team,Body type_Unique,PlayStyles +_Unique playstyles+,ContLength
342,L. Ugochukwu,1,1,33.0,77.0,5.0,17.2421875,0,0,8
3568,M. Moerstedt,1,0,1.0,69.5,0.625,7.265625,0,0,4
3852,H. Bolin,1,1,0.8,67.5,0.575,1.8638888888888887,0,0,5
3792,D. Sounas,1,0,2.0,69.0,1.4,1.05,0,0,3
2390,E. Cabrera,1,1,3.0,69.5,1.7,2.8899999999999997,0,0,4
792,B. Spencer,1,0,1.0,72.5,1.6,1.4157142857142857,0,0,5
1000,V. Pizarro,1,0,6.0,76.5,3.9,2.4916666666666667,0,0,5
2628,G. Gohlke,1,2,1.0,66.5,0.9,0.9,0,0,3
441,A. Dedić,1,1,10.0,77.5,6.5,5.534722222222222,0,0,8
2837,D. Valdés,1,1,0.85,67.0,0.825,1.3624999999999998,0,0,3
1302,15 Ronaldinho,3,3,45.0,78.0,4.1,4.55,0,0,3
4616,C. Araújo,1,1,3.0,73.5,3.0,3.45,0,0,3
1314,L. Banda,1,1,12.0,76.0,5.5,4.803571428571429,0,0,5
2583,23 Z. Ouattara,1,0,3.0,71.0,1.8,2.015909090909091,0,0,4
1019,L. Klostermann,2,3,50.0,79.5,17.5,28.642857142857142,0,0,15
916,C. Archer,1,1,23.0,76.0,4.9,3.230882352941176,0,0,5
3227,J. Price,1,1,5.0,70.0,1.3,1.4583333333333333,0,0,6
43,J. Álvarez,2,4,150.0,85.0,52.5,42.38637931034482,0,1,7
3498,L. Koumas,1,1,3.0,70.0,0.825,21.95926829268293,0,0,4
4552,A. Ademi,1,1,2.0,65.5,0.8,0.6125,0,0,2
2128,Cédric,2,1,60.0,73.0,2.2,26.811666666666667,0,0,5
3247,18 Nuno Lopes,1,0,6.0,68.0,0.65,2.1305555555555555,0,0,2
270,Brahim,1,3,145.0,84.0,43.5,37.88035714285714,0,0,9
1500,W. Endo,2,4,100.0,80.0,17.5,21.95926829268293,0,0,5
4723,C. Terho,1,0,3.0,70.5,1.6,3.163888888888889,0,0,4
511,S. Ben Youssef,1,5,2.0,65.0,0.23,0.7516666666666666,0,0,2
475,F. Dimarco,2,5,90.0,84.0,42.0,31.868055555555557,0,0,9
532,M. Damsgaard,2,3,40.0,78.5,11.5,8.309999999999999,0,0,6
4402,J. Lemmerer,1,0,2.0,64.5,0.5,1.5125,0,0,5
1323,R. Durosinmi,1,1,0.85,77.5,8.5,3.183333333333333,0,0,4
893,P. Kimpembe,3,6,81.0,82.0,27.5,36.855357142857144,0,0,12
2871,B. Rother,1,0,1.0,64.0,0.525,0.5535714285714286,0,0,3
267,Joelinton,2,4,125.0,82.5,35.5,16.398076923076925,0,0,10
233,K. Mitoma,3,4,95.0,81.0,28.0,7.848958333333333,0,0,7
1286,Ricardo Pereira,3,2,50.0,79.0,15.5,4.782291666666667,1,0,9
2330,N. Sekulov,1,0,13.0,68.0,1.3,19.266666666666666,0,0,3
4947,23 E. Demir,1,2,5.0,72.0,1.7,10.398863636363636,0,0,5
2064,A. Bardakcı,1,5,48.0,80.0,18.0,9.030555555555557,0,0,4
3876,L. Vrbančić,1,1,0.5,73.0,1.3,2.1,0,0,4
287,R. James,2,6,105.0,85.0,48.5,17.2421875,0,1,12
3139,T. Bakayoko,2,0,18.0,73.0,2.7,4.033333333333333,0,0,3
733,David García,2,4,39.0,82.0,25.5,11.091666666666667,0,0,14
2950,22 D. Vergara,1,3,42.0,77.0,9.5,9.5,0,0,5
512,B. Traoré,2,3,28.0,75.0,6.0,12.007352941176471,0,0,1
810,K. Tsimikas,1,2,80.0,77.0,10.0,21.95926829268293,0,0,6
4929,B. Carabalí,1,1,0.5,69.5,1.7,0.975,0,0,6
3978,J. Yılmaz,1,0,0.5,66.0,0.375,9.030555555555557,0,0,4
3939,A. Ahmed,1,0,1.0,66.5,0.9,2.4704545454545457,0,0,4
1060,23 Piqué,4,2,105.0,82.0,8.0,30.885714285714283,1,0,17
1679,S. Dweh,1,1,0.65,76.0,5.5,3.183333333333333,0,0,2
815,H. Aouar,2,3,47.0,76.5,7.5,14.482000000000001,1,0,6
828,Y. Atal,2,4,12.0,73.0,2.9,2.5,0,0,1
4753,22 F. Kerber,1,0,0.85,63.0,0.325,0.325,0,0,6
279,Fabián Ruiz,2,3,83.0,80.0,22.5,36.855357142857144,0,0,6
1844,Fran Navarro,1,2,16.0,80.5,21.0,12.614285714285714,0,0,6
3569,Diogo Pinto,1,0,0.75,70.0,0.9,18.677272727272726,0,0,2
2298,D. Watson,1,1,0.7,73.0,1.5,1.1166666666666667,0,0,5
3241,J. Uronen,1,2,6.0,71.0,1.7,3.29375,0,0,3
2403,23 Y. Lagha,1,0,5.0,73.0,1.5,7.2823529411764705,0,0,4
3908,V. Blănuță,1,0,3.0,69.5,1.3,1.0125,0,0,3
2419,W. Willumsson,1,0,5.0,72.0,2.3,2.3499999999999996,0,0,5
3093,C. Willock,1,2,14.0,72.0,2.6,1.8450000000000002,0,0,5
3388,23 G. Sio,2,3,15.0,70.0,1.0,1.55,0,0,3
1883,M. McKenzie,2,1,12.0,76.5,6.0,4.861538461538462,0,0,5
2079,K. Acosta,1,1,6.0,71.0,2.0,2.96,0,0,3
166,R. Sterling,4,2,130.0,82.0,30.5,17.2421875,1,0,6
2912,P. Neumann,1,2,16.0,73.5,2.5,1.8275,0,0,4
2891,J. Stolarczyk,1,0,6.0,67.5,1.0,4.782291666666667,0,0,8
4640,Miguel Rodríguez,1,0,7.0,74.0,2.9,6.904411764705882,0,0,9
4061,S. Diarra,1,1,1.0,68.0,1.1,0.73125,0,0,4
2697,N. Boushal,1,1,7.0,67.5,1.1,21.107499999999998,0,0,5
3274,Jordi Masip,2,3,8.0,74.0,0.725,4.813888888888889,0,0,8
2890,R. Schmid,1,1,19.0,76.5,6.5,4.552272727272728,0,0,8
4424,H. Keïta,1,0,6.0,72.5,2.7,2.0678571428571426,0,0,5
4411,G. Dănuleasă,1,0,1.0,64.5,0.375,1.21875,0,0,5
3770,Manu Bueno,1,0,2.0,72.0,1.7,10.485,0,0,4
4416,22 Saulo Mineiro,1,1,1.0,65.0,0.7,0.7,0,0,4
2588,23 C. Staring,1,0,2.0,67.5,0.825,6.528125,0,0,4
4679,A. Valera,1,2,1.0,72.0,2.5,2.15,0,0,2
1578,J. Augustin,1,1,5.0,67.0,1.1,1.7571428571428573,0,0,4
4801,22 R. Ishida,1,0,0.65,62.5,0.35,0.35,0,0,4
309,Éderson,1,1,46.0,81.5,26.5,16.893055555555556,0,0,5
1827,Jofre,1,1,6.0,73.0,2.6,3.5200000000000005,0,0,7
4084,23 W. Nassi,1,0,1.0,64.5,0.675,0.48750000000000004,0,0,4
3671,Pablo Roberto,1,1,3.0,71.5,2.4,2.0100000000000002,0,0,4
4995,R. Ali,1,1,0.5,61.0,0.325,0.325,0,0,7
1981,U. Sadiq,2,5,34.0,77.5,12.5,13.283695652173913,0,0,7
818,Y. Bissouma,2,4,81.0,81.5,25.0,25.79090909090909,0,0,5
4618,A. Carlén,1,3,1.0,69.0,1.5,0.9541666666666666,0,0,3
1779,S. Saatçı,1,0,8.0,76.5,5.5,7.761538461538462,0,0,6
2896,S. Plavšić,1,2,7.0,71.0,2.0,1.1875,0,0,4
4035,T. Oshima,1,2,4.0,69.5,1.5,1.0125,0,0,3
111,L. Martínez,3,3,180.0,89.0,116.0,31.868055555555557,1,0,9
1539,R. Gagliardini,2,1,40.0,75.0,4.8,7.2846153846153845,0,0,2
1758,Kang Seong Jin,1,4,2.0,68.0,1.3,1.8666666666666665,0,0,6
4291,23 O. Ross,1,1,0.6,69.0,0.825,1.0625,0,0,5
3015,Nuno Santos,1,9,20.0,80.0,21.0,18.677272727272726,0,0,8
3764,M. Langstaff,1,1,8.0,67.5,1.2,0.9624999999999999,0,0,6
1538,K. Akpoguma,2,2,27.0,74.0,3.6,7.265625,0,0,14
3307,D. Demme,2,3,33.0,73.0,2.1,23.36923076923077,0,0,5
1165,Puado,1,4,11.0,76.5,9.0,3.5200000000000005,0,0,9
892,G. Rodríguez,2,6,37.0,83.0,32.0,12.610294117647058,0,0,5
970,H. Morita,1,6,18.0,79.0,17.5,18.677272727272726,0,0,5
3136,I. Pussetto,1,1,9.0,70.0,1.7,3.9,0,0,2
1524,J. Willock,1,3,81.0,80.5,21.0,16.398076923076925,0,0,7
4476,N. Söderberg,1,0,0.85,67.5,0.9,0.844375,0,0,5
1188,T. Moffi,2,2,39.0,79.0,15.5,10.02763157894737,0,0,5
3064,J. Nouble,1,2,2.0,64.0,0.625,0.625,0,0,4
4706,S. Meza,1,0,7.0,76.0,4.5,3.9,0,0,7
2569,T. Onyango,1,0,5.0,66.0,0.6,7.470535714285715,0,0,6
3634,Z. Morgan,1,2,4.0,68.0,1.1,1.6375,0,0,6
4903,A. Oko-Flex,1,1,2.0,68.0,0.975,2.09375,0,0,3
2441,A. Sorrentino,1,0,4.0,69.0,1.0,7.2846153846153845,0,0,6
4029,F. Junior Adjei,1,0,0.5,63.5,0.325,0.39666666666666667,0,0,5
77,M. Ugarte,1,3,69.0,83.5,36.5,36.855357142857144,0,0,6
1417,A. Stach,2,5,30.0,78.5,14.5,7.265625,0,0,5
262,Sergi Roberto,3,0,125.0,80.0,15.5,30.885714285714283,0,0,12
198,J. Kiwior,1,2,64.0,79.5,14.0,26.811666666666667,0,0,6
2288,João Marques,1,1,5.0,75.5,3.6,2.1305555555555555,0,0,6
721,D. Berardi,2,7,40.0,85.0,54.5,9.007142857142856,0,0,13
2220,S. Cook,1,4,13.0,72.0,1.5,1.8450000000000002,0,0,3
4432,R. Oratmangoen,1,0,5.0,66.5,1.0,1.94,0,0,4
4088,A. Christodoulou,1,0,0.5,67.0,0.8,0.75,0,0,3
3106,Ó. Opazo,1,1,4.0,67.0,0.7,2.4916666666666667,0,0,2
3911,J. Vetro,1,0,1.0,70.0,1.1,1.45625,0,0,2
2847,P. Jaeckel,1,0,20.0,74.5,3.7,5.16875,0,0,6
4531,T. Akimoto,1,0,3.0,66.5,0.875,1.4916666666666665,0,0,4
431,B. Kamara,2,2,80.0,83.5,37.5,15.68148148148148,0,0,6
2429,I. Salah,1,0,16.0,73.0,3.2,8.405555555555557,0,0,5
950,B. Clark,1,0,5.0,70.0,1.0,21.95926829268293,0,0,6
2859,A. Jallow,1,0,2.0,68.0,1.2,1.08,0,0,3
4824,21 H. Delgado,1,0,0.5,60.0,0.12,2.6314285714285717,0,0,5
3084,J. Günther-Schmidt,1,2,2.0,63.0,0.475,0.7833333333333333,0,0,5
3258,D. Butler,1,3,2.0,64.0,0.525,0.538,0,0,3
1617,L. Muriel,2,5,13.0,79.0,14.0,3.45,0,0,3
4779,Hernandes,1,1,6.0,72.5,2.8,0.8911111111111111,0,0,4
4309,T. Le Bris,1,0,8.0,74.0,3.1,4.033333333333333,0,0,9
106,M. Kerkez,1,3,20.0,80.0,11.5,8.123809523809523,0,0,5
2133,T. Carroll,1,1,2.0,63.0,0.4,0.615,0,0,2
1226,G. Hamer,1,6,32.0,76.0,7.0,3.230882352941176,0,0,5
1039,M. Škriniar,3,3,90.0,82.0,26.5,36.855357142857144,1,0,6
2522,H. Vale,1,2,2.0,72.0,1.5,0.775,0,0,6
3243,C. Bacca,3,1,5.0,76.0,2.6,1.9785714285714284,0,0,3
4460,L. Klußmann,1,0,0.5,62.0,0.3,0.9343750000000001,0,0,4
2413,K. Peersman,1,0,0.9,70.0,0.75,12.396875,0,0,7
2479,N. Bonfanti,1,1,2.0,72.5,2.3,2.2,0,0,4
513,L. Goretzka,4,6,100.0,85.0,54.0,35.721875000000004,1,0,9
1725,J. N'Duquidi,1,0,1.0,72.0,1.2,1.8142857142857143,0,0,6
3927,J. Kucharski,1,1,1.0,65.0,0.55,0.665,0,0,4
1678,K. Kurowski,1,0,0.5,61.5,0.23,1.455,0,0,3
1822,E. Agbadou,1,4,21.0,78.0,9.0,7.685714285714285,0,0,6
3773,A. Al Olewah,1,0,3.0,64.5,0.375,21.107499999999998,0,0,8
633,T. Adams,3,1,37.0,78.0,12.5,8.123809523809523,0,0,6
3464,A. Ayew,3,3,15.0,72.0,1.5,2.61875,0,0,2
2677,22 P. Pinto,1,0,5.0,63.0,0.425,11.290277777777778,0,0,6
4301,M. Moormann,1,0,4.0,67.0,0.875,1.9159090909090908,0,0,5
1964,Ander Guevara,1,0,21.0,76.5,7.5,3.7083333333333335,0,0,5
1339,Fabricio,1,1,8.0,74.5,3.8,2.136111111111111,0,0,6
4681,T. Marchiori,1,0,10.0,74.0,2.6,2.8899999999999997,0,0,4
4007,S. Giordano,1,0,0.7,69.0,1.3,1.7194444444444446,0,0,5
301,R. Drăgușin,1,0,31.0,78.0,5.5,25.79090909090909,0,0,6
2393,Jeffinho,1,1,22.0,75.5,4.7,7.2823529411764705,0,0,5
3269,G. Hanley,1,2,25.0,73.0,2.1,3.1,0,0,9
4646,A. Ismajli,1,2,8.0,73.5,2.7,3.634375,0,0,5
1817,W. Kamanzi,1,0,7.0,72.0,2.6,4.773076923076923,0,0,4
3155,R. Ghezzal,2,6,29.0,77.0,8.5,3.7982142857142853,0,0,4
2642,J. Garrett,1,1,8.0,71.0,1.8,2.6,0,0,6
4014,D. Jaunegg,1,0,1.0,62.5,0.35,0.325,0,0,3
1993,K. Mac Allister,1,2,13.0,75.5,5.0,3.163888888888889,0,0,4
310,T. Collyer,1,1,7.0,65.5,0.5,15.333870967741936,0,0,4
2783,P. Musa,1,1,10.0,77.5,10.0,3.5675,0,0,4
2235,19 P. Čech,4,1,60.0,81.0,2.4,26.811666666666667,0,0,5
1322,Luizão,1,1,15.0,72.5,2.5,13.74423076923077,0,0,4
4993,J. Peña,1,0,2.0,73.5,2.9,1.9785714285714284,0,0,4
4012,V. Zumberi,1,0,3.0,65.5,0.5,2.03,0,0,3
3899,V. Branda,1,0,0.5,71.5,2.5,1.4750000000000003,0,0,3
5023,M. Wędrychowski,1,1,2.0,70.0,1.6,1.3083333333333333,0,0,7
4610,P. Díaz,1,0,0.5,64.5,0.475,0.49166666666666664,0,0,4
2564,N. Wassberg,1,1,0.7,69.5,0.95,0.95,0,0,6
4955,Borja Sainz,1,1,19.0,74.0,3.0,3.1,0,0,4
3425,G. Bonaventura,2,2,58.0,79.0,11.0,11.290277777777778,0,0,5
4480,23 F. Koperski,1,0,0.6,70.0,1.1,0.9,0,0,6
1588,B. Henrichs,2,2,53.0,80.5,22.5,28.642857142857142,0,0,5
2342,Cédric,1,0,3.0,70.0,1.6,4.813888888888889,0,0,3
1753,J. Steuckers,1,2,9.0,76.5,5.5,2.397727272727273,0,0,4
1096,R. Esse,1,1,2.0,72.5,1.2,2.433333333333333,0,0,5
904,E. González,1,1,5.0,73.0,1.3,8.334999999999999,0,0,7
642,I. Konaté,2,4,105.0,85.0,47.0,21.95926829268293,0,0,6
4612,22 F. Mora,1,0,0.5,66.5,0.8,0.8,0,0,3
4980,A. Tosin,1,2,18.0,73.0,3.0,4.033333333333333,0,0,5
4234,K. Kahlina,1,0,2.0,67.0,0.675,3.29375,0,0,4
4550,A. Saldaña,1,0,0.9,67.5,0.575,4.166666666666667,0,0,3
2887,K. Taylor,1,1,1.0,59.0,0.275,0.615,0,0,4
2430,A. Kjelsen,1,0,0.5,68.5,0.6,0.6964285714285714,0,0,5
4401,L. Abada,1,4,7.0,78.0,9.5,3.29375,0,0,3
593,22 R. Rios,1,1,3.0,71.5,2.2,2.2,0,0,5
3552,J. Sebas,1,0,3.0,66.5,0.725,4.0435,0,0,4
2563,M. Bokele,1,2,3.0,70.5,1.9,1.45625,0,0,7
260,F. Buonanotte,1,1,15.0,76.5,4.0,7.848958333333333,0,0,4
2880,A. Matusiwa,2,3,36.0,77.5,9.0,8.405555555555557,0,0,5
3391,C. Benteke,2,2,9.0,74.0,3.4,1.9916666666666665,0,0,3
3712,A. Vasić,1,1,1.0,72.5,2.3,2.914285714285714,0,0,6
4190,Wanya Marçal,1,1,9.0,70.0,1.6,4.782291666666667,0,0,5
4120,J. Feeney,1,0,3.0,68.5,0.5,15.68148148148148,0,0,8
4625,S. Balobaid,1,0,5.0,66.5,0.925,15.2125,0,0,6
1966,M. Léris,1,0,15.0,70.5,1.9,1.6204545454545454,0,0,4
75,N. Barella,3,4,135.0,86.5,79.5,31.868055555555557,0,1,7
3602,M. Finkgräfe,1,0,5.0,73.5,2.5,5.325,0,0,3
3655,Gabriel Pirani,1,3,2.0,72.5,2.3,1.9916666666666665,0,0,2
4876,R. Villagra,1,1,14.0,78.5,10.5,4.885714285714286,0,0,4
3539,N. Colunga,1,0,0.5,61.5,0.4,0.4,0,0,3
2416,C. Conde,1,5,6.0,74.0,2.8,2.09375,0,0,5
3992,Augusto Dabó,1,0,2.0,65.0,0.525,2.167857142857143,0,0,2
2801,B. Bayazıt,1,0,5.0,72.0,1.8,0.8583333333333334,0,0,4
5014,Kevin Carlos,1,3,3.0,70.0,1.9,1.7166666666666668,0,0,4
1570,L. Cook,1,3,36.0,74.5,4.4,8.123809523809523,0,0,10
2653,J. Carrillo,1,1,2.0,72.0,2.1,2.45,0,0,6
3450,23 G. Higuaín,4,2,10.0,75.0,2.7,7.71875,1,0,3
4565,T. Romero,1,1,0.85,63.5,0.425,2.4272727272727272,0,0,1
1840,O. Sahraoui,1,3,7.0,78.5,9.5,3.28,0,0,4
1247,D. Mertens,3,5,35.0,79.0,5.5,9.030555555555557,1,0,3
2001,L. Amani,1,1,13.0,74.5,4.0,3.163888888888889,0,0,5
3249,Lucas Torró,1,3,27.0,77.0,9.5,11.091666666666667,0,0,8
2468,Y. López,1,0,0.5,67.5,0.9,21.95926829268293,0,0,5
2408,K. Borys,1,2,0.5,69.0,0.6,1.8375,0,0,3
3211,M. Niang,2,0,10.0,72.0,2.4,3.634375,0,0,2
2668,D. Males,1,2,11.0,73.5,3.2,2.7222222222222223,0,0,5
4254,A. Cayetano,1,1,0.5,71.0,1.8,21.95926829268293,0,0,1
986,23 G. Plata,1,2,18.0,81.5,23.5,4.813888888888889,0,0,6
2082,G. Cuéllar,2,5,34.0,78.0,12.0,10.575000000000001,0,0,4
2738,D. Joveljić,1,0,6.0,74.5,3.6,4.166666666666667,0,0,5
2632,A. Trezza,1,2,4.0,72.0,2.2,2.875,0,0,5
3673,S. Chérif,1,0,0.5,66.0,0.5,1.6458333333333333,0,0,4
2424,S. Mills,1,1,4.0,70.5,1.0,7.470535714285715,0,0,5
101,Rodrygo,3,4,210.0,87.5,83.0,37.88035714285714,0,0,10
3666,Gabriel Souza,1,0,0.5,64.0,0.45,2.015909090909091,0,0,2
2043,C. Bedia,1,1,25.0,72.0,2.5,5.16875,0,0,1
1486,Lucas Mantela,1,0,33.0,82.0,26.0,28.0,0,0,4
594,I. Koné,1,2,16.0,75.5,4.2,1.6838888888888888,0,0,3
3917,N. El Ouarti,1,0,0.7,60.0,0.24,1.143,0,0,5
946,D. Luna,1,3,1.0,72.5,1.5,2.1816666666666666,0,0,3
1901,A. Racioppi,1,1,9.0,73.0,2.1,2.7222222222222223,0,0,4
1258,Sérgio Oliveira,2,5,37.0,76.0,6.0,9.030555555555557,0,0,5
1683,C. Cassano,1,0,0.75,74.0,2.4,1.4749999999999999,0,0,6
679,L. Clarkson,1,4,5.0,76.0,4.2,2.096875,0,0,5
2158,Clinton Mata,1,3,30.0,76.0,6.5,7.2823529411764705,0,0,4
1455,Hong Hyeon Seok,1,0,19.0,77.0,8.0,2.725,0,0,4
506,F. Redondo,1,2,6.0,78.0,9.0,7.71875,0,0,4
1453,M. Müldür,1,0,20.0,75.0,4.1,10.398863636363636,0,0,5
524,Diogo Dalot,2,3,95.0,82.5,32.5,15.333870967741936,0,0,11
1205,B. Godfrey,2,1,29.0,75.0,4.7,7.470535714285715,0,0,6
4318,22 R. Huescas,1,0,1.0,66.0,0.5,1.3533333333333333,0,0,5
2109,R. Martínez,1,0,17.0,73.0,3.0,4.74375,0,0,2
1175,P. Ekwah,1,1,9.0,72.0,2.3,3.171111111111111,0,0,5
4844,K. Toporkiewicz,1,0,1.0,60.5,0.275,0.48,0,0,6
4107,H. Sylla,1,0,2.0,68.5,1.2,1.16875,0,0,4
1251,J. Henderson,3,5,21.0,81.0,13.0,7.7056818181818185,0,0,3
46,G. Restes,1,0,2.0,81.0,11.5,4.773076923076923,0,0,8
3948,B. Wales,1,0,0.65,71.5,1.0,1.1166666666666667,0,0,4
3164,Rubén García,2,3,31.0,78.0,14.0,11.091666666666667,0,0,7
3983,23 M. Diarra,1,0,7.0,71.0,1.9,4.890909090909091,0,0,5
2567,A. Ementa,1,0,2.0,68.5,1.1,1.6,0,0,4
3697,M. Campbell,1,0,1.0,57.5,0.17,0.37,0,0,3
4206,M. Ádám,1,3,10.0,72.0,2.4,2.169,0,0,5
147,Pedri,3,7,165.0,89.0,105.0,30.885714285714283,0,1,7
2968,A. Donkor,1,2,5.0,68.5,1.2,1.4333333333333333,0,0,3
2572,J. Hadjam,1,0,5.0,71.5,2.1,2.7222222222222223,0,0,5
4466,A. Segecic,1,1,1.0,66.5,0.525,0.665,0,0,5
4675,E. Çekiçi,1,1,7.0,69.5,1.6,0.9750000000000001,0,0,3
2073,M. Grimes,1,5,23.0,73.0,3.2,2.2916666666666665,0,0,13
1786,B. Hlongwane,1,1,4.0,72.0,2.2,2.624090909090909,0,0,3
2084,B. Bourigeaud,2,10,57.0,80.0,20.5,8.405555555555557,0,0,10
4235,A. Abdulai,1,1,3.0,67.0,0.55,2.2916666666666665,0,0,5
4115,D. Boloca,1,2,14.0,76.0,6.0,9.007142857142856,0,0,6
1145,R. Andrews,1,0,3.0,73.0,1.9,1.6838888888888888,0,0,7
2241,Gabriel Pec,1,0,7.0,77.0,7.0,4.166666666666667,0,0,5
1312,Adu Ares,1,2,10.0,75.0,3.6,17.104347826086954,0,0,6
2190,21 E. Elia,2,3,16.0,74.0,2.6,1.8093750000000002,0,0,3
312,C. Uzun,1,2,2.0,78.0,5.5,1.7166666666666666,0,0,4
3339,A. Smith,1,3,36.0,74.0,2.9,8.123809523809523,0,0,12
4252,23 L. Chipperfield,1,0,1.0,66.5,0.425,1.7571428571428573,0,0,3
3295,Ismaily,2,2,32.0,78.0,7.5,9.093333333333334,0,0,4
2410,M. Loune,1,1,3.0,67.5,0.575,8.80952380952381,0,0,4
4634,D. Sinani,1,1,8.0,68.0,1.3,1.7333333333333334,0,0,5
1192,M. Zaccagni,1,3,73.0,82.0,30.5,15.7,0,0,5
4073,A. Dithmer,1,0,0.5,64.5,0.275,2.567857142857143,0,0,4
3365,Borja Bastón,1,1,5.0,68.0,1.2,1.7399999999999998,0,0,4
3803,J. Janitzek,1,0,0.95,66.0,0.55,2.305,0,0,2
1369,Julen Jon,1,0,3.0,69.5,0.85,3.7083333333333335,0,0,2
4704,E. Chislett,1,2,2.0,66.5,0.975,0.7150000000000001,0,0,3
3218,I. Touray,1,4,5.0,65.0,0.65,0.6083333333333333,0,0,3
2014,Aarón,1,3,20.0,74.5,4.5,7.8950000000000005,0,0,4
1557,S. Szmodics,1,1,40.0,75.0,6.0,2.6,0,0,5
3409,23 Claudemir,1,3,4.0,71.0,0.65,1.8071428571428572,0,0,3
152,C. Chukwuemeka,1,3,22.0,75.5,3.3,17.2421875,0,0,7
3499,L. Cepeda,1,0,2.0,68.0,1.1,2.4916666666666667,0,0,3
3000,D. Vanzeir,1,1,8.0,74.5,4.1,2.2066666666666666,0,0,5
4395,A. Marsh,1,0,2.0,61.5,0.325,0.76,0,0,6
1611,C. Wilson,2,1,135.0,82.0,25.5,16.398076923076925,0,0,6
3694,I. Boatwright,1,0,0.5,65.5,0.4,7.71875,0,0,3
1381,B. Domínguez,1,1,6.0,76.5,4.0,2.65,0,0,5
3121,I. Fernández,2,8,20.0,77.0,6.5,4.885714285714286,0,0,3
1639,V. Chiricheș,2,2,8.0,69.0,0.675,2.3291666666666666,0,0,2
2090,A. Mitrović,1,2,59.0,81.0,26.5,23.802,0,0,4
407,K. Asllani,1,1,40.0,79.0,9.5,31.868055555555557,0,0,5
2053,Pablo Fornals,2,4,23.0,76.0,8.0,12.610294117647058,0,0,6
55,G. Rutter,1,2,31.0,81.0,17.0,5.6796875,0,0,6
3688,A. Wagbe,1,0,2.0,66.5,0.525,1.8850000000000002,0,0,4
1677,E. Højlund,1,1,1.0,65.0,0.35,2.567857142857143,0,0,2
987,L. Buchanan,1,0,8.0,73.5,3.1,1.9719230769230771,0,0,6
1067,Jordi Alba,3,5,13.0,82.0,11.0,7.71875,1,0,2
1375,A. Gómez,1,1,4.0,75.5,3.5,2.1816666666666666,0,0,5
2559,M. Cleworth,1,0,2.0,66.5,0.675,0.7150000000000001,0,0,6
1304,K. Smit,1,0,0.5,74.0,1.6,5.2823529411764705,0,0,6
4491,M. Riisnæs,1,1,0.5,69.0,0.625,0.6964285714285714,0,0,7
1335,R. van Bommel,1,0,2.0,75.5,2.8,5.2823529411764705,0,0,5
4097,A. Bolyki,1,1,0.8,62.0,0.4,0.9583333333333334,0,0,3
2674,22 V. Torop,1,0,0.5,66.5,0.4,2.15,0,0,8
1665,Y. Sommer,3,1,100.0,86.0,11.5,31.868055555555557,0,0,4
255,Vitinha,2,3,90.0,85.0,52.0,36.855357142857144,0,0,6
1279,J. Veltman,2,1,69.0,78.0,10.0,7.848958333333333,0,0,6
2919,D. Hadžikadunić,1,0,13.0,72.5,2.2,2.03,0,0,9
2147,K. Olsson,1,4,27.0,75.0,5.5,2.290625,0,0,4
2941,Jorge Cuenca,1,2,20.0,77.0,6.0,12.007352941176471,0,0,6
4247,Hwang In Taek,1,0,0.6,65.5,0.45,0.5842857142857143,0,0,3
1801,A. Papetti,1,1,1.0,73.0,1.9,1.08,0,0,8
4152,23 L. Antonetti,1,0,1.0,65.5,0.525,0.6000000000000001,0,0,4
915,Toti Gomes,1,1,44.0,79.0,11.0,8.334999999999999,0,0,10
4874,J. Enamorado,1,2,3.0,73.5,3.2,1.9785714285714284,0,0,3
2521,A. Tikvic,1,0,1.0,65.5,0.45,4.6656249999999995,0,0,6
4216,K. Jensen,1,0,1.0,68.0,1.3,0.76875,0,0,3
3033,M. Vargas,1,2,18.0,72.0,2.6,5.64,0,0,3
335,J. Ramsey,1,3,66.0,80.5,21.5,15.68148148148148,0,0,11
551,S. Mara,1,0,16.0,74.0,3.1,2.775,0,0,5
3333,21 J. Schieber,2,1,12.0,68.0,1.0,5.495588235294117,0,0,4
4222,T. Gaal,1,0,0.65,68.5,1.3,0.6246153846153846,0,0,3
4330,23 M. Osifo,1,0,0.55,66.0,0.4,0.6166666666666667,0,0,4
2114,Munir,1,2,20.0,76.0,8.0,10.990909090909092,0,0,2
1716,D. Pizarro,1,0,2.0,75.0,2.6,2.4916666666666667,0,0,4
1942,D. Sterling,1,0,21.0,72.0,2.1,4.0673076923076925,0,0,5
3703,L. Johnson,1,0,1.0,63.5,0.55,2.4704545454545457,0,0,2
2029,M. Pašalić,2,2,58.0,80.0,21.0,16.893055555555556,0,0,6
718,P. Mpanzu,1,0,29.0,71.0,1.8,3.1134615384615385,0,0,11
3855,D. Pech,1,2,0.5,72.0,2.1,5.066666666666666,0,0,5
3881,J. Panichelli,1,0,4.0,68.5,0.975,3.7083333333333335,0,0,4
140,E. Mbappé,1,0,1.0,71.5,1.0,36.855357142857144,0,0,2
1880,M. Papela,1,2,7.0,70.5,1.9,5.7942307692307695,0,0,6
1097,S. Boselli,1,0,9.0,76.5,4.8,4.885714285714286,0,0,4
1029,M. Mittelstädt,2,2,25.0,78.5,15.0,9.601315789473684,0,0,4
3130,W. Hoedt,1,3,27.0,73.0,2.5,1.6838888888888888,0,0,3
